panel	source_file	source_row	scenario	factor	x_column	x	metric	repetition	value
b	analysis/observation_robustness.csv	141	schelling	observation_noise	noise_level	0.0	stability	5	0.9642857142857142
b	analysis/observation_robustness.csv	142	schelling	observation_noise	noise_level	0.0	stability	6	0.9773809523809524
b	analysis/observation_robustness.csv	143	schelling	observation_noise	noise_level	0.0	stability	7	0.9666666666666668
b	analysis/observation_robustness.csv	144	schelling	observation_noise	noise_level	0.05	stability	0	0.9583333333333334
b	analysis/observation_robustness.csv	145	schelling	observation_noise	noise_level	0.05	stability	1	0.9555555555555556
b	analysis/observation_robustness.csv	146	schelling	observation_noise	noise_level	0.05	stability	2	0.9666666666666668
b	analysis/observation_robustness.csv	147	schelling	observation_noise	noise_level	0.05	stability	3	0.968
b	analysis/observation_robustness.csv	148	schelling	observation_noise	noise_level	0.05	stability	4	0.9608695652173914
b	analysis/observation_robustness.csv	149	schelling	observation_noise	noise_level	0.05	stability	5	0.9733333333333334
b	analysis/observation_robustness.csv	150	schelling	observation_noise	noise_level	0.05	stability	6	0.9565217391304348
b	analysis/observation_robustness.csv	151	schelling	observation_noise	noise_level	0.05	stability	7	0.9628205128205128
b	analysis/observation_robustness.csv	152	schelling	observation_noise	noise_level	0.1	stability	0	0.9478260869565216
b	analysis/observation_robustness.csv	153	schelling	observation_noise	noise_level	0.1	stability	1	0.9633333333333332
b	analysis/observation_robustness.csv	154	schelling	observation_noise	noise_level	0.1	stability	2	0.9454545454545454
b	analysis/observation_robustness.csv	155	schelling	observation_noise	noise_level	0.1	stability	3	0.9486111111111112
b	analysis/observation_robustness.csv	156	schelling	observation_noise	noise_level	0.1	stability	4	0.9333333333333332
b	analysis/observation_robustness.csv	157	schelling	observation_noise	noise_level	0.1	stability	5	0.9666666666666668
b	analysis/observation_robustness.csv	158	schelling	observation_noise	noise_level	0.1	stability	6	0.9666666666666666
b	analysis/observation_robustness.csv	159	schelling	observation_noise	noise_level	0.1	stability	7	0.96
b	analysis/observation_robustness.csv	160	schelling	observation_noise	noise_level	0.2	stability	0	0.9363636363636364
b	analysis/observation_robustness.csv	161	schelling	observation_noise	noise_level	0.2	stability	1	0.9499999999999998
b	analysis/observation_robustness.csv	162	schelling	observation_noise	noise_level	0.2	stability	2	0.9399999999999998
b	analysis/observation_robustness.csv	163	schelling	observation_noise	noise_level	0.2	stability	3	0.9619047619047618
b	analysis/observation_robustness.csv	164	schelling	observation_noise	noise_level	0.2	stability	4	0.9491228070175438
b	analysis/observation_robustness.csv	165	schelling	observation_noise	noise_level	0.2	stability	5	0.968181818181818
b	analysis/observation_robustness.csv	166	schelling	observation_noise	noise_level	0.2	stability	6	0.945
b	analysis/observation_robustness.csv	167	schelling	observation_noise	noise_level	0.2	stability	7	0.9463768115942028
c	analysis/observation_robustness.csv	0	deffuant	missing_values	missing_fraction	0.0	temporal_qualification_rate	0	0.5714285714285714
c	analysis/observation_robustness.csv	1	deffuant	missing_values	missing_fraction	0.0	temporal_qualification_rate	1	0.5714285714285714
c	analysis/observation_robustness.csv	2	deffuant	missing_values	missing_fraction	0.0	temporal_qualification_rate	2	0.5357142857142857
c	analysis/observation_robustness.csv	3	deffuant	missing_values	missing_fraction	0.0	temporal_qualification_rate	3	0.5357142857142857
c	analysis/observation_robustness.csv	4	deffuant	missing_values	missing_fraction	0.0	temporal_qualification_rate	4	0.5714285714285714
c	analysis/observation_robustness.csv	5	deffuant	missing_values	missing_fraction	0.0	temporal_qualification_rate	5	0.5714285714285714
c	analysis/observation_robustness.csv	6	deffuant	missing_values	missing_fraction	0.0	temporal_qualification_rate	6	0.5357142857142857
c	analysis/observation_robustness.csv	7	deffuant	missing_values	missing_fraction	0.0	temporal_qualification_rate	7	0.5714285714285714
c	analysis/observation_robustness.csv	8	deffuant	missing_values	missing_fraction	0.05	temporal_qualification_rate	0	0.6071428571428571
c	analysis/observation_robustness.csv	9	deffuant	missing_values	missing_fraction	0.05	temporal_qualification_rate	1	0.5714285714285714
c	analysis/observation_robustness.csv	10	deffuant	missing_values	missing_fraction	0.05	temporal_qualification_rate	2	0.7142857142857143
c	analysis/observation_robustness.csv	11	deffuant	missing_values	missing_fraction	0.05	temporal_qualification_rate	3	0.7142857142857143
c	analysis/observation_robustness.csv	12	deffuant	missing_values	missing_fraction	0.05	temporal_qualification_rate	4	0.6071428571428571
c	analysis/observation_robustness.csv	13	deffuant	missing_values	missing_fraction	0.05	temporal_qualification_rate	5	0.6428571428571429
c	analysis/observation_robustness.csv	14	deffuant	missing_values	missing_fraction	0.05	temporal_qualification_rate	6	0.5714285714285714
c	analysis/observation_robustness.csv	15	deffuant	missing_values	missing_fraction	0.05	temporal_qualification_rate	7	0.6785714285714286
c	analysis/observation_robustness.csv	16	deffuant	missing_values	missing_fraction	0.1	temporal_qualification_rate	0	0.5714285714285714
c	analysis/observation_robustness.csv	17	deffuant	missing_values	missing_fraction	0.1	temporal_qualification_rate	1	0.6785714285714286
c	analysis/observation_robustness.csv	18	deffuant	missing_values	missing_fraction	0.1	temporal_qualification_rate	2	0.7142857142857143
c	analysis/observation_robustness.csv	19	deffuant	missing_values	missing_fraction	0.1	temporal_qualification_rate	3	0.7142857142857143
c	analysis/observation_robustness.csv	20	deffuant	missing_values	missing_fraction	0.1	temporal_qualification_rate	4	0.6785714285714286
c	analysis/observation_robustness.csv	21	deffuant	missing_values	missing_fraction	0.1	temporal_qualification_rate	5	0.75
c	analysis/observation_robustness.csv	22	deffuant	missing_values	missing_fraction	0.1	temporal_qualification_rate	6	0.6428571428571429
c	analysis/observation_robustness.csv	23	deffuant	missing_values	missing_fraction	0.1	temporal_qualification_rate	7	0.6428571428571429
c	analysis/observation_robustness.csv	24	deffuant	missing_values	missing_fraction	0.2	temporal_qualification_rate	0	0.6428571428571429
c	analysis/observation_robustness.csv	25	deffuant	missing_values	missing_fraction	0.2	temporal_qualification_rate	1	0.6428571428571429
c	analysis/observation_robustness.csv	26	deffuant	missing_values	missing_fraction	0.2	temporal_qualification_rate	2	0.6785714285714286
c	analysis/observation_robustness.csv	27	deffuant	missing_values	missing_fraction	0.2	temporal_qualification_rate	3	0.5357142857142857
c	analysis/observation_robustness.csv	28	deffuant	missing_values	missing_fraction	0.2	temporal_qualification_rate	4	0.6785714285714286
c	analysis/observation_robustness.csv	29	deffuant	missing_values	missing_fraction	0.2	temporal_qualification_rate	5	0.6071428571428571
c	analysis/observation_robustness.csv	30	deffuant	missing_values	missing_fraction	0.2	temporal_qualification_rate	6	0.6428571428571429
c	analysis/observation_robustness.csv	31	deffuant	missing_values	missing_fraction	0.2	temporal_qualification_rate	7	0.6428571428571429
c	analysis/observation_robustness.csv	104	schelling	missing_values	missing_fraction	0.0	temporal_qualification_rate	0	0.9655172413793104
c	analysis/observation_robustness.csv	105	schelling	missing_values	missing_fraction	0.0	temporal_qualification_rate	1	0.9655172413793104
c	analysis/observation_robustness.csv	106	schelling	missing_values	missing_fraction	0.0	temporal_qualification_rate	2	0.9655172413793104
c	analysis/observation_robustness.csv	107	schelling	missing_values	missing_fraction	0.0	temporal_qualification_rate	3	0.9310344827586208
c	analysis/observation_robustness.csv	108	schelling	missing_values	missing_fraction	0.0	temporal_qualification_rate	4	0.9655172413793104
c	analysis/observation_robustness.csv	109	schelling	missing_values	missing_fraction	0.0	temporal_qualification_rate	5	0.9655172413793104
c	analysis/observation_robustness.csv	110	schelling	missing_values	missing_fraction	0.0	temporal_qualification_rate	6	0.9655172413793104
c	analysis/observation_robustness.csv	111	schelling	missing_values	missing_fraction	0.0	temporal_qualification_rate	7	0.9655172413793104
c	analysis/observation_robustness.csv	112	schelling	missing_values	missing_fraction	0.05	temporal_qualification_rate	0	0.9310344827586208
c	analysis/observation_robustness.csv	113	schelling	missing_values	missing_fraction	0.05	temporal_qualification_rate	1	0.9310344827586208
c	analysis/observation_robustness.csv	114	schelling	missing_values	missing_fraction	0.05	temporal_qualification_rate	2	0.896551724137931
c	analysis/observation_robustness.csv	115	schelling	missing_values	missing_fraction	0.05	temporal_qualification_rate	3	0.9310344827586208
c	analysis/observation_robustness.csv	116	schelling	missing_values	missing_fraction	0.05	temporal_qualification_rate	4	0.9655172413793104
c	analysis/observation_robustness.csv	117	schelling	missing_values	missing_fraction	0.05	temporal_qualification_rate	5	0.9310344827586208
c	analysis/observation_robustness.csv	118	schelling	missing_values	missing_fraction	0.05	temporal_qualification_rate	6	0.9655172413793104
c	analysis/observation_robustness.csv	119	schelling	missing_values	missing_fraction	0.05	temporal_qualification_rate	7	0.9310344827586208
c	analysis/observation_robustness.csv	120	schelling	missing_values	missing_fraction	0.1	temporal_qualification_rate	0	0.896551724137931
c	analysis/observation_robustness.csv	121	schelling	missing_values	missing_fraction	0.1	temporal_qualification_rate	1	0.8620689655172413
c	analysis/observation_robustness.csv	122	schelling	missing_values	missing_fraction	0.1	temporal_qualification_rate	2	0.896551724137931
c	analysis/observation_robustness.csv	123	schelling	missing_values	missing_fraction	0.1	temporal_qualification_rate	3	0.9655172413793104
c	analysis/observation_robustness.csv	124	schelling	missing_values	missing_fraction	0.1	temporal_qualification_rate	4	0.896551724137931
c	analysis/observation_robustness.csv	125	schelling	missing_values	missing_fraction	0.1	temporal_qualification_rate	5	0.9310344827586208
c	analysis/observation_robustness.csv	126	schelling	missing_values	missing_fraction	0.1	temporal_qualification_rate	6	0.896551724137931
c	analysis/observation_robustness.csv	127	schelling	missing_values	missing_fraction	0.1	temporal_qualification_rate	7	0.896551724137931
c	analysis/observation_robustness.csv	128	schelling	missing_values	missing_fraction	0.2	temporal_qualification_rate	0	0.8275862068965517
c	analysis/observation_robustness.csv	129	schelling	missing_values	missing_fraction	0.2	temporal_qualification_rate	1	0.7931034482758621
c	analysis/observation_robustness.csv	130	schelling	missing_values	missing_fraction	0.2	temporal_qualification_rate	2	0.9310344827586208
c	analysis/observation_robustness.csv	131	schelling	missing_values	missing_fraction	0.2	temporal_qualification_rate	3	0.8620689655172413
c	analysis/observation_robustness.csv	132	schelling	missing_values	missing_fraction	0.2	temporal_qualification_rate	4	0.896551724137931
c	analysis/observation_robustness.csv	133	schelling	missing_values	missing_fraction	0.2	temporal_qualification_rate	5	0.8620689655172413
c	analysis/observation_robustness.csv	134	schelling	missing_values	missing_fraction	0.2	temporal_qualification_rate	6	0.8620689655172413
c	analysis/observation_robustness.csv	135	schelling	missing_values	missing_fraction	0.2	temporal_qualification_rate	7	0.8620689655172413
d	analysis/observation_robustness.csv	0	deffuant	missing_values	missing_fraction	0.0	stability	0	0.9333333333333332
d	analysis/observation_robustness.csv	1	deffuant	missing_values	missing_fraction	0.0	stability	1	0.9395833333333334
d	analysis/observation_robustness.csv	2	deffuant	missing_values	missing_fraction	0.0	stability	2	0.9533333333333336
d	analysis/observation_robustness.csv	3	deffuant	missing_values	missing_fraction	0.0	stability	3	0.9555555555555556
d	analysis/observation_robustness.csv	4	deffuant	missing_values	missing_fraction	0.0	stability	4	0.95
d	analysis/observation_robustness.csv	5	deffuant	missing_values	missing_fraction	0.0	stability	5	0.9541666666666668
d	analysis/observation_robustness.csv	6	deffuant	missing_values	missing_fraction	0.0	stability	6	0.9511111111111112
d	analysis/observation_robustness.csv	7	deffuant	missing_values	missing_fraction	0.0	stability	7	0.9458333333333332
d	analysis/observation_robustness.csv	8	deffuant	missing_values	missing_fraction	0.05	stability	0	0.9274509803921568
d	analysis/observation_robustness.csv	9	deffuant	missing_values	missing_fraction	0.05	stability	1	0.95
d	analysis/observation_robustness.csv	10	deffuant	missing_values	missing_fraction	0.05	stability	2	0.945
d	analysis/observation_robustness.csv	11	deffuant	missing_values	missing_fraction	0.05	stability	3	0.9283333333333332
d	analysis/observation_robustness.csv	12	deffuant	missing_values	missing_fraction	0.05	stability	4	0.9313725490196078
d	analysis/observation_robustness.csv	13	deffuant	missing_values	missing_fraction	0.05	stability	5	0.9166666666666666
d	analysis/observation_robustness.csv	14	deffuant	missing_values	missing_fraction	0.05	stability	6	0.9375
d	analysis/observation_robustness.csv	15	deffuant	missing_values	missing_fraction	0.05	stability	7	0.9824561403508772
d	analysis/observation_robustness.csv	16	deffuant	missing_values	missing_fraction	0.1	stability	0	0.95625
d	analysis/observation_robustness.csv	17	deffuant	missing_values	missing_fraction	0.1	stability	1	0.9684210526315788
d	analysis/observation_robustness.csv	18	deffuant	missing_values	missing_fraction	0.1	stability	2	0.9583333333333334
d	analysis/observation_robustness.csv	19	deffuant	missing_values	missing_fraction	0.1	stability	3	0.9166666666666666
d	analysis/observation_robustness.csv	20	deffuant	missing_values	missing_fraction	0.1	stability	4	0.9263157894736844
d	analysis/observation_robustness.csv	21	deffuant	missing_values	missing_fraction	0.1	stability	5	0.9349206349206348
d	analysis/observation_robustness.csv	22	deffuant	missing_values	missing_fraction	0.1	stability	6	0.9277777777777776
d	analysis/observation_robustness.csv	23	deffuant	missing_values	missing_fraction	0.1	stability	7	0.9314814814814816
d	analysis/observation_robustness.csv	24	deffuant	missing_values	missing_fraction	0.2	stability	0	0.9462962962962962
d	analysis/observation_robustness.csv	25	deffuant	missing_values	missing_fraction	0.2	stability	1	0.940740740740741
d	analysis/observation_robustness.csv	26	deffuant	missing_values	missing_fraction	0.2	stability	2	0.9526315789473684
d	analysis/observation_robustness.csv	27	deffuant	missing_values	missing_fraction	0.2	stability	3	0.94
d	analysis/observation_robustness.csv	28	deffuant	missing_values	missing_fraction	0.2	stability	4	0.9438596491228072
d	analysis/observation_robustness.csv	29	deffuant	missing_values	missing_fraction	0.2	stability	5	0.9509803921568626
d	analysis/observation_robustness.csv	30	deffuant	missing_values	missing_fraction	0.2	stability	6	0.9259259259259258
d	analysis/observation_robustness.csv	31	deffuant	missing_values	missing_fraction	0.2	stability	7	0.9666666666666668
d	analysis/observation_robustness.csv	104	schelling	missing_values	missing_fraction	0.0	stability	0	0.9642857142857144
d	analysis/observation_robustness.csv	105	schelling	missing_values	missing_fraction	0.0	stability	1	0.9714285714285714
d	analysis/observation_robustness.csv	106	schelling	missing_values	missing_fraction	0.0	stability	2	0.975
d	analysis/observation_robustness.csv	107	schelling	missing_values	missing_fraction	0.0	stability	3	0.9814814814814816
d	analysis/observation_robustness.csv	108	schelling	missing_values	missing_fraction	0.0	stability	4	0.9714285714285712
d	analysis/observation_robustness.csv	109	schelling	missing_values	missing_fraction	0.0	stability	5	0.969047619047619
d	analysis/observation_robustness.csv	110	schelling	missing_values	missing_fraction	0.0	stability	6	0.973809523809524
d	analysis/observation_robustness.csv	111	schelling	missing_values	missing_fraction	0.0	stability	7	0.9714285714285716
d	analysis/observation_robustness.csv	112	schelling	missing_values	missing_fraction	0.05	stability	0	0.969135802469136
d	analysis/observation_robustness.csv	113	schelling	missing_values	missing_fraction	0.05	stability	1	0.9703703703703704
d	analysis/observation_robustness.csv	114	schelling	missing_values	missing_fraction	0.05	stability	2	0.9743589743589745
d	analysis/observation_robustness.csv	115	schelling	missing_values	missing_fraction	0.05	stability	3	0.9728395061728394
d	analysis/observation_robustness.csv	116	schelling	missing_values	missing_fraction	0.05	stability	4	0.979761904761905
d	analysis/observation_robustness.csv	117	schelling	missing_values	missing_fraction	0.05	stability	5	0.9753086419753088
d	analysis/observation_robustness.csv	118	schelling	missing_values	missing_fraction	0.05	stability	6	0.961904761904762
d	analysis/observation_robustness.csv	119	schelling	missing_values	missing_fraction	0.05	stability	7	0.9790123456790124
d	analysis/observation_robustness.csv	120	schelling	missing_values	missing_fraction	0.1	stability	0	0.9602564102564102
d	analysis/observation_robustness.csv	121	schelling	missing_values	missing_fraction	0.1	stability	1	0.9693333333333334
d	analysis/observation_robustness.csv	122	schelling	missing_values	missing_fraction	0.1	stability	2	0.9717948717948718
d	analysis/observation_robustness.csv	123	schelling	missing_values	missing_fraction	0.1	stability	3	0.9607142857142856
d	analysis/observation_robustness.csv	124	schelling	missing_values	missing_fraction	0.1	stability	4	0.9794871794871796
d	analysis/observation_robustness.csv	125	schelling	missing_values	missing_fraction	0.1	stability	5	0.9814814814814816
d	analysis/observation_robustness.csv	126	schelling	missing_values	missing_fraction	0.1	stability	6	0.9525641025641024
d	analysis/observation_robustness.csv	127	schelling	missing_values	missing_fraction	0.1	stability	7	0.9769230769230768
d	analysis/observation_robustness.csv	128	schelling	missing_values	missing_fraction	0.2	stability	0	0.9708333333333332
d	analysis/observation_robustness.csv	129	schelling	missing_values	missing_fraction	0.2	stability	1	0.9623188405797102
